Date,Stock Splits,Symbol
2006-10-02,3:2,GEO
2007-06-01,2:1,GEO
2017-04-25,3:2,GEO
2012-10-19,2:1,GEOS
2014-07-22,1058:1000,GERN
2007-03-13,2:1,GES
2015-04-21,1:15,GEVO
2017-01-06,1:20,GEVO
2018-06-04,1:20,GEVO
2021-09-29,1:3,GFAI
2023-02-10,1:40,GFAI
1981-08-11,1:10,GFF
2001-08-16,11:10,GFF
1987-11-30,2:1,GFI
2013-02-21,1161:1000,GFI
2000-05-09,2:1,GGB
2003-05-13,130:100,GGB
2004-05-07,2:1,GGB
2005-04-19,3:2,GGB
2006-04-21,3:2,GGB
2008-06-20,2:1,GGB
2023-03-22,105:100,GGB
2024-04-18,6:5,GGB
1981-11-13,3:2,GGG
1983-09-29,3:2,GGG
1988-08-04,3:2,GGG
1994-02-03,3:2,GGG
1996-02-08,3:2,GGG
1998-02-05,3:2,GGG
2001-02-07,3:2,GGG
2002-06-07,3:2,GGG
2004-03-31,3:2,GGG
2017-12-28,3:1,GGG
1979-01-08,2:1,GHC
2015-07-01,1655:1000,GHC
2022-04-04,1:3,GHI
2024-03-27,1004:1000,GHI
1996-08-26,3:2,GHM
2005-10-04,2:1,GHM
2008-01-03,5:4,GHM
2008-10-07,2:1,GHM
2021-03-01,1:6,GHSI
2023-01-09,1:50,GHSI
2000-01-18,2:1,GIB
1997-10-29,2:1,GIFI
2006-03-28,3:2,GIII
2015-05-04,2:1,GIII
2001-02-28,2:1,GIL
2005-06-01,2:1,GIL
2007-05-29,2:1,GIL
2015-03-30,2:1,GIL
2001-02-22,2:1,GILD
2002-03-08,2:1,GILD
2004-09-07,2:1,GILD
2007-06-25,2:1,GILD
2013-01-28,2:1,GILD
2003-04-16,1:20,GILT
1986-11-10,2:1,GIS
1990-11-08,2:1,GIS
1995-05-30,10000:8265,GIS
1999-11-09,2:1,GIS
2010-06-09,2:1,GIS
2024-04-05,1:2,GLAD
2010-07-29,1:4,GLBS
2016-10-20,1:4,GLBS
2018-10-15,1:10,GLBS
2020-10-21,1:100,GLBS
1999-12-23,6:5,GLBZ
2001-06-22,3:2,GLBZ
2003-12-31,120:100,GLBZ
2006-01-05,120:100,GLBZ
2008-01-10,120:100,GLBZ
1992-08-20,3:2,GL
1997-08-04,2:1,GL
2011-07-05,3:2,GL
2014-07-02,3:2,GL
1984-05-16,3:1,GLT
1986-05-14,2:1,GLT
1992-05-14,2:1,GLT
1985-02-13,2:1,GLW
1989-02-15,2:1,GLW
1992-02-11,2:1,GLW
2000-10-04,3:1,GLW
2018-05-01,5:1,GMAB
2020-01-28,1:15,GMBL
2023-02-22,1:100,GMBL
2023-12-22,1:400,GMBL
2007-03-19,2:1,GME
2022-07-22,4:1,GME
2015-10-15,1:2000,GMGI
2016-04-07,1:1500,GMGI
2017-01-09,1:150,GMGI
2020-06-26,1:150,GMGI
2016-07-08,1:10,GNK
2017-03-01,1:3,GNL
2022-08-10,1:20,GNLN
2023-06-07,1:10,GNLN
2024-02-02,1:40,GNPX
1993-06-21,2:1,GNTX
1996-06-24,2:1,GNTX
1998-06-22,2:1,GNTX
2005-05-09,2:1,GNTX
2015-01-02,2:1,GNTX
2022-11-18,1:15,GOCO
2024-03-08,1:23,GOEV
2016-08-01,1:5,GOGL
1985-12-13,1:5,GOLD
1987-07-16,2:1,GOLD
1990-01-02,2:1,GOLD
1993-03-02,2:1,GOLD
2014-03-27,2002:1000,GOOG
2015-04-27,10027455:10000000,GOOG
2022-07-18,20:1,GOOG
2014-04-03,1998:1000,GOOGL
2022-07-18,20:1,GOOGL
2024-01-31,1:15,GOVX
1984-04-10,3:2,GPC
1987-05-28,3:2,GPC
1992-04-20,3:2,GPC
1997-04-15,3:2,GPC
1995-09-19,2:1,GPK
2000-01-03,9:5,GPK
2005-10-31,2:1,GPN
2015-11-03,2:1,GPN
1983-01-31,3:2,GPS
1986-01-03,2:1,GPS
1986-08-04,2:1,GPS
1990-10-23,2:1,GPS
1991-07-23,2:1,GPS
1996-04-11,2:1,GPS
1997-12-23,3:2,GPS
1998-12-01,3:2,GPS
1999-06-22,3:2,GPS
2012-06-15,1:20,GRBK
2014-09-24,1532:1000,GRBK
1981-05-06,3:2,GRC
1985-05-03,3:2,GRC
1992-07-13,3:2,GRC
1994-10-28,3:2,GRC
2004-09-13,5:4,GRC
2006-12-11,5:4,GRC
2007-12-11,5:4,GRC
2011-06-13,5:4,GRC
2013-12-11,5:4,GRC
2017-01-20,1:3,GREE
2021-09-15,207:1000,GREE
2023-05-16,1:10,GREE
2012-07-23,1:2,GRFS
2012-12-11,21:20,GRFS
2016-01-04,2:1,GRFS
2023-04-24,1:30,GRI
2024-01-30,1:7,GRI
2024-06-18,1:13,GRI
2006-08-16,2:1,GRMN
2022-07-28,1:10,GRNQ
2021-03-26,2499:1000,GRNT
2021-05-19,1:32,GROM
2022-12-09,1:30,GROM
2023-09-07,1:20,GROM
2023-06-06,1:5,GROV
2007-03-30,2:1,GROW
2020-06-11,1:20,GRPN
2024-04-15,1:10,GRRR
2015-05-11,1:8,GRVY
2018-08-28,2:1,GRVY
1994-07-26,3:1,GSBC
1996-10-22,2:1,GSBC
2004-06-02,2:1,GSBC
1983-02-23,2:1,GSK
1986-01-27,2:1,GSK
1991-11-12,2:1,GSK
2022-07-19,8:10,GSK
2022-07-22,1226:1000,GSK
2019-03-25,1:8,GSL
2024-04-19,1:10,GSUN
2021-02-11,1:17,GTBP
2024-02-05,1:30,GTBP
1993-05-05,2:1,GT
2023-05-05,1:10,GTE
1998-02-23,1:5,GTIM
2010-12-31,1:3,GTIM
1978-01-06,105:100,GTY
1978-06-30,105:100,GTY
1979-01-08,105:100,GTY
1979-07-02,3:2,GTY
1980-04-01,3:2,GTY
1980-10-02,105:100,GTY
1981-04-01,105:100,GTY
1981-10-02,105:100,GTY
1982-04-01,105:100,GTY
1982-10-05,105:100,GTY
1983-04-05,105:100,GTY
1983-10-03,105:100,GTY
1984-04-02,105:100,GTY
1984-09-27,105:100,GTY
1985-04-25,4:3,GTY
1985-09-27,105:100,GTY
1986-04-22,4:3,GTY
1986-09-29,105:100,GTY
1987-04-06,105:100,GTY
1988-09-28,105:100,GTY
1989-04-10,105:100,GTY
1989-09-27,105:100,GTY
1990-04-06,105:100,GTY
1997-04-01,10000:7561,GTY
2006-10-23,1:100,GURE
2007-11-28,2:1,GURE
2009-10-12,1:4,GURE
2020-01-28,1:5,GURE
1996-04-22,3:2,GVA
1998-08-10,3:2,GVA
2001-04-16,3:2,GVA
2024-05-29,1:15,GV
2023-10-30,1:10,GVP
2022-02-28,1:300,GWAV
2024-06-03,1:150,GWAV
1985-06-10,2:1,GWW
1991-06-10,2:1,GWW
1998-06-15,2:1,GWW
2015-08-21,1:7,GYRE
2017-02-13,1:15,GYRE
2023-10-31,1:15,GYRE
2002-04-29,11:10,GYRO
2015-09-01,9:100,GYRO
1993-01-11,2:1,HAE
2012-12-03,2:1,HAE
1998-03-18,109:100,HAFC
1999-04-22,111:100,HAFC
2000-02-28,110:100,HAFC
2001-03-12,112:100,HAFC
2001-09-24,3:2,HAFC
2002-03-05,109:100,HAFC
2005-02-16,2:1,HAFC
2011-12-19,1:8,HAFC
2014-12-30,2:1,HAIN
1980-12-26,2:1,HAL
1996-01-24,100000:95301,HAL
1997-07-22,2:1,HAL
2006-07-17,2:1,HAL
2006-07-31,1:6,HALL
2023-01-03,1:10,HALL
1982-08-20,3:2,HAS
1983-02-23,3:2,HAS
1983-08-22,3:2,HAS
1985-01-28,5:2,HAS
1986-08-15,2:1,HAS
1992-03-17,3:2,HAS
1997-03-24,3:2,HAS
1999-03-16,3:2,HAS
1981-08-25,3:2,HBAN
1985-08-01,2:1,HBAN
1987-07-06,11:10,HBAN
1988-08-01,5:4,HBAN
1989-07-03,115:100,HBAN
1990-07-03,11:10,HBAN
1992-08-03,5:4,HBAN
1994-08-01,5:4,HBAN
1996-07-12,11:10,HBAN
1997-07-11,11:10,HBAN
1998-07-13,11:10,HBAN
1999-07-12,11:10,HBAN
2000-07-12,11:10,HBAN
2015-03-04,4:1,HBI
2013-11-04,1319:1000,HBIO
2003-11-18,3:2,HBNC
2011-12-12,3:2,HBNC
2012-11-13,3:2,HBNC
2016-11-15,3:2,HBNC
2018-06-18,3:2,HBNC
1984-10-29,3:2,HCSG
1985-04-10,3:2,HCSG
1991-11-18,3:2,HCSG
1998-08-28,3:2,HCSG
2004-03-02,3:2,HCSG
2005-05-03,3:2,HCSG
2007-08-13,3:2,HCSG
2010-11-15,3:2,HCSG
2023-05-26,1:10,HCTI
2011-07-25,5:1,HDB
2019-09-26,2:1,HDB
1982-01-20,3:2,HD
1982-05-11,5:4,HD
1982-12-08,2:1,HD
1983-06-09,2:1,HD
1987-09-22,3:2,HD
1989-07-03,3:2,HD
1990-07-06,3:2,HD
1991-06-26,3:2,HD
1992-07-02,3:2,HD
1993-04-14,4:3,HD
1997-07-07,3:2,HD
1998-07-06,2:1,HD
1999-12-31,3:2,HD
2012-03-22,1:5,HEAR
2018-04-09,1:4,HEAR
1984-05-24,2:1,HE
2004-06-14,2:1,HE
1989-02-01,3:2,HEI
1995-07-05,11:10,HEI
1996-01-11,11:10,HEI
1996-04-25,3:2,HEI
1996-07-10,11:10,HEI
1997-01-06,11:10,HEI
1997-12-17,3:2,HEI
1998-04-24,3:2,HEI
2000-07-06,110:100,HEI
2001-08-08,11:10,HEI
2004-01-02,11:10,HEI
2010-04-27,5:4,HEI
2011-04-26,5:4,HEI
2012-04-25,5:4,HEI
2013-10-23,5:4,HEI
2017-04-19,5:4,HEI
2018-01-18,125:100,HEI
2018-06-28,125:100,HEI
1983-09-27,2:1,HELE
1992-10-02,3:2,HELE
1996-07-02,2:1,HELE
1997-09-23,2:1,HELE
2018-05-29,1:8,HEPA
2019-06-03,1:70,HEPA
2023-05-11,1:20,HEPA
1980-08-29,2:1,HES
2006-06-01,3:1,HES
2021-04-01,2:1,HFBL
2003-12-09,1:20,HGBL
1995-12-18,3:2,HHS
1998-03-17,2:1,HHS
2002-05-31,3:2,HHS
2018-02-01,1:10,HHS
2002-02-20,3:2,HIBB
2003-07-16,3:2,HIBB
2004-04-19,3:2,HIBB
2005-09-28,3:2,HIBB
1998-10-06,3:2,HIFS
1998-07-16,2:1,HIG
2022-09-30,1:25,HIPO
2021-05-13,1:15,HITI
2022-05-24,1:5,HIVE
1981-03-25,3:2,HL
2011-05-18,2:1,HLF
2018-05-15,2:1,HLF
2005-07-18,3:2,HLIO
2007-07-17,3:2,HLIO
2011-07-18,3:2,HLIO
1999-10-15,2:1,HLIT
2017-01-04,1000:2052,HLT
2000-11-14,2:1,HLX
2005-12-09,2:1,HLX
1989-04-03,5:1,HMC
2002-01-10,4:1,HMC
1997-12-16,2:1,HMN
1998-05-26,3:2,HMNF
2012-03-09,2:1,HMST
2012-11-08,2:1,HMST
1987-06-29,2:1,HNI
1990-07-03,2:1,HNI
1998-03-30,2:1,HNI
2005-03-09,3:2,HNNA
2006-03-08,3:2,HNNA
2007-03-08,3:2,HNNA
2017-03-07,3:2,HNNA
1996-06-04,1:10,HNRG
2004-02-02,2:1,HOFT
2022-12-27,1:22,HOFV
1990-06-18,2:1,HOG
1992-06-29,2:1,HOG
1994-09-13,2:1,HOG
1997-09-29,2:1,HOG
2000-04-10,2:1,HOG
2024-02-02,1:10,HOLO
1996-03-26,2:1,HOLX
2005-12-01,2:1,HOLX
2008-04-03,2:1,HOLX
2008-08-11,108:100,HOMB
2010-05-12,11:10,HOMB
2013-06-13,2:1,HOMB
2016-06-09,2:1,HOMB
1984-05-30,3:2,HON
1994-03-15,2:1,HON
1997-09-16,2:1,HON
2016-10-03,10000:9947,HON
2018-10-01,1011:1000,HON
2018-10-29,1032:1000,HON
2019-08-15,1795:1000,HONE
1999-05-06,108:100,HOPE
2000-04-12,108:100,HOPE
2003-03-18,2:1,HOPE
2004-06-16,2:1,HOPE
2022-10-26,1:25,HOTH
1986-03-10,3:2,HOV
1986-08-04,3:2,HOV
1987-04-14,2:1,HOV
2004-03-29,2:1,HOV
2019-03-29,1:25,HOV
2024-03-13,1:10,HPCO
1980-10-15,2:1,HP
1998-01-02,2:1,HP
2006-07-10,2:1,HP
2017-04-03,13348:10000,HPE
2017-09-01,1289:1000,HPE
1979-07-31,2:1,HPQ
1981-07-20,2:1,HPQ
1983-08-26,2:1,HPQ
1995-04-17,2:1,HPQ
1996-07-16,2:1,HPQ
2000-10-30,2:1,HPQ
2015-11-02,2202:1000,HPQ
2005-08-22,5:1,HQI
2017-12-08,1:12,HQI
1985-10-02,2:1,HRB
1987-10-02,2:1,HRB
1991-10-02,2:1,HRB
2001-08-02,2:1,HRB
2005-08-23,2:1,HRB
2014-12-16,1:2,HR
2016-07-01,1:3,HRI
1985-09-04,2:1,HRL
1987-06-02,2:1,HRL
1990-02-21,2:1,HRL
2000-02-16,2:1,HRL
2011-02-15,2:1,HRL
2016-02-10,2:1,HRL
2012-02-24,1:8,HROW
2013-02-08,1:5,HROW
2007-05-25,1:4,HRTX
2014-01-13,1:20,HRTX
2024-05-17,1:100,HSCS
2018-01-23,1:5,HSDT
2021-01-04,1:35,HSDT
2023-08-17,1:50,HSDT
2005-03-01,2:1,HSIC
2017-09-15,2:1,HSIC
2019-02-08,1275:1000,HSIC
2005-02-28,2:1,HSON
2019-06-11,1:10,HSON
1986-06-23,5:1,HST
1996-01-02,10000:8910,HST
2009-11-04,10215:10000,HST
1983-09-16,2:1,HSY
1986-09-16,3:1,HSY
1996-09-16,2:1,HSY
2004-06-16,2:1,HSY
1999-02-22,3:2,HTBK
2000-02-03,11:10,HTBK
2018-05-25,4:1,HTHT
1991-11-26,3:2,HTLD
1992-12-22,4:3,HTLD
1993-12-14,5:4,HTLD
1995-12-04,200000:130166,HTLD
1996-10-07,3:2,HTLD
2001-06-01,5:4,HTLD
2002-02-20,15769:10000,HTLD
2004-08-23,3:2,HTLD
2006-05-16,4:3,HTLD
2003-12-30,3:2,HTLF
1981-02-11,2:1,HUBB
1985-08-12,2:1,HUBB
1989-01-09,105:100,HUBB
1990-01-08,105:100,HUBB
1991-01-07,105:100,HUBB
1992-01-06,105:100,HUBB
1995-01-09,1.05:1,HUBB
1996-08-12,2:1,HUBB
2023-12-15,1:10,HUBC
2005-05-12,2:1,HUBG
2006-06-07,2:1,HUBG
2024-01-29,2:1,HUBG
2019-10-16,1:201,HUGE
1982-02-01,3:2,HUM
1983-02-01,4:3,HUM
1984-02-01,6:5,HUM
1991-08-01,3:2,HUM
2020-08-03,8:100,HUSA
2023-12-04,1:5,HUT
1983-07-01,2:1,HVT
1984-02-28,5:4,HVT
1986-05-27,2:1,HVT
1993-07-01,3:2,HVT
1999-08-26,2:1,HVT
1999-10-14,3:2,HWBK
2000-06-13,2:1,HWBK
2003-07-16,3:2,HWBK
2009-06-11,104:100,HWBK
2012-06-13,26:25,HWBK
2013-06-12,104:100,HWBK
2014-06-11,104:100,HWBK
2018-06-14,104:100,HWBK
2022-06-14,104:100,HWBK
2023-06-14,104:100,HWBK
1991-11-05,2:1,HWC
1996-12-03,23:20,HWC
2002-08-06,3:2,HWC
2004-03-19,2:1,HWC
1989-04-24,2:1,HWKN
2021-03-02,2:1,HWKN
1988-05-23,3:2,HXL
2023-11-15,1:10,HYMC
1998-03-27,2:1,IAC
2000-02-25,2:1,IAC
2005-08-09,18:20,IAC
2008-08-21,2292:2000,IAC
2020-07-01,3054:1000,IAC
2021-05-25,1503:1000,IAC
1998-05-26,1:2,IART
2017-01-04,2:1,IART
1996-10-02,105:100,IBCP
1997-05-01,3:2,IBCP
1997-10-01,105:100,IBCP
1998-07-01,3:2,IBCP
1998-10-01,105:100,IBCP
1999-10-01,105:100,IBCP
2000-10-03,105:100,IBCP
2001-10-03,105:100,IBCP
2002-10-02,105:100,IBCP
2003-01-02,3:2,IBCP
2003-10-02,11:10,IBCP
2005-09-01,105:100,IBCP
2006-08-31,105:100,IBCP
2010-09-01,1:10,IBCP
2018-06-11,1:10,IBIO
2022-10-10,1:25,IBIO
2023-11-29,1:20,IBIO
1979-06-01,4:1,IBM
1997-05-28,2:1,IBM
1999-05-27,2:1,IBM
2021-11-04,1046:1000,IBM
2014-12-09,5:1,IBN
2017-06-19,11:10,IBN
1996-06-10,5:4,IBOC
1997-06-10,5:4,IBOC
1998-06-15,5:4,IBOC
1999-06-14,5:4,IBOC
2000-06-13,5:4,IBOC
2001-06-18,125:100,IBOC
2002-06-17,5:4,IBOC
2003-06-17,5:4,IBOC
2004-06-01,5:4,IBOC
2005-06-01,125:100,IBOC
2007-05-17,11:10,IBOC
2012-08-16,1:5,ICAD
1990-07-25,1:100,ICCC
2020-03-12,1:20,ICD
2016-11-04,5:1,ICE
2022-11-14,1:10,ICLK
2006-10-24,2:1,ICLR
2008-08-13,2:1,ICLR
2020-06-18,1007:1000,ICMB
2024-06-10,1:25,ICU
1993-04-01,3:2,ICUI
2002-03-18,3:2,ICUI
1985-06-07,2:1,IDA
2023-03-23,1:5,IDAI
2012-02-13,1:75,IDEX
2023-08-25,1:125,IDEX
2014-08-13,1:8,IDN
2021-12-06,1:14,IDR
2009-02-25,1:3,IDT
2013-08-01,1183:1000,IDT
1993-10-04,2:1,IDXX
1995-06-06,2:1,IDXX
2007-11-27,2:1,IDXX
2015-06-16,2:1,IDXX
2012-01-05,10043:10000,IEP
2012-03-13,10063:10000,IEP
2012-05-14,10053:10000,IEP
2012-08-14,10062:10000,IEP
2012-11-13,10059:10000,IEP
2006-05-15,1000:17092,IESC
1995-02-01,3:2,IEX
1997-02-03,3:2,IEX
2004-06-01,3:2,IEX
2007-05-22,3:2,IEX
2022-09-09,1:5,IFBD
2023-05-15,1:5,IFBD
2023-11-20,1:20,IFBD
2024-03-04,1:8,IFBD
1994-01-20,3:1,IFF
2013-04-19,1:10,IGC
1990-07-16,2:1,IGT
1991-08-23,2:1,IGT
1992-03-25,2:1,IGT
1993-03-18,2:1,IGT
2003-07-03,4:1,IGT
2006-06-12,7:8,IHG
2007-06-04,47:56,IHG
2012-10-09,14:15,IHG
2014-07-01,923:1000,IHG
2016-05-09,833:1000,IHG
2017-05-08,957:1000,IHG
2019-01-14,949:1000,IHG
2006-06-19,2:1,IIIN
2023-06-30,1:6,IKT
2008-09-23,2:1,ILMN
2024-06-25,1028:1000,ILMN
1997-05-27,2:1,IMAX
2022-11-17,1:10,IMCC
2016-12-28,3:10,IMMP
2006-02-28,1:15,IMNN
2013-10-29,222:1000,IMNN
2017-05-30,1:14,IMNN
2022-03-01,1:15,IMNN
1998-05-27,3:1,IMO
2006-05-30,3:1,IMO
2011-01-24,1:4,IMOS
2016-10-31,10000:9355,IMOS
2023-04-28,1:15,IMPP
2023-10-17,1:10,IMTE
2019-04-15,1:40,IMUX
2013-06-24,15:10,INBK
2023-02-10,1:20,INBS
2024-01-29,1:12,INBS
1997-11-10,2:1,INCY
2000-09-01,2:1,INCY
1987-10-01,3:2,INDB
2020-10-30,1:20,INDP
2021-07-27,1:4,INDP
2000-02-15,2:1,INFY
2004-07-07,2:1,INFY
2006-07-18,2:1,INFY
2014-12-08,2:1,INFY
2015-06-25,2:1,INFY
2018-09-12,2:1,INFY
1996-06-03,5:2,ING
2001-07-13,2:1,ING
2005-01-26,2:1,INGR
2014-09-03,1:7,INLX
2020-03-20,1:50,INLX
2020-07-06,1:33,INM
2022-09-07,1:25,INM
2021-10-01,2:1,INMD
2004-09-13,1:4,INO
2014-06-06,1:4,INO
2024-01-25,1:12,INO
1998-03-25,1:3,INOD
1999-09-10,3:1,INOD
2000-12-04,2:1,INOD
2001-03-26,2:1,INOD
2002-10-29,1:15,INSG
2024-01-24,1:10,INSG
2000-07-31,1:4,INSM
2011-03-03,1:10,INSM
1980-10-09,2:1,INTC
1983-07-01,2:1,INTC
1987-10-29,3:2,INTC
1993-06-07,2:1,INTC
1995-06-19,2:1,INTC
1997-07-14,2:1,INTC
1999-04-12,2:1,INTC
2000-07-31,2:1,INTC
1998-07-01,3:2,INTG
1998-10-13,3:2,INTG
2003-04-01,3:2,INTG
1995-08-22,2:1,INTU
1999-10-01,3:1,INTU
2006-07-07,2:1,INTU
1995-05-08,2:1,INTZ
2004-03-29,1:4,INTZ
2024-03-25,1:20,INTZ
2010-12-13,1:10,INUV
2014-06-03,1241:1000,INVA
2014-05-27,1:10,INVE
2023-07-28,1:20,INVO
2023-03-06,1:20,IONM
1991-09-06,1:4,IOR
1996-07-01,2:1,IOR
2005-06-15,3:1,IOR
2007-07-23,2:1,IOSP
2013-09-26,1:100,IOVA
2011-09-13,1:10,IPA
2016-09-02,1:3,IPA
2020-11-23,1:5,IPA
1990-08-03,4:10,IPAR
1992-12-10,3:2,IPAR
2000-06-16,3:2,IPAR
2001-09-17,3:2,IPAR
2008-06-02,3:2,IPAR
1987-05-20,2:1,IP
1995-09-18,2:1,IP
2014-07-02,1014:1000,IP
2021-10-01,1056:1000,IP
2016-09-27,1:8,IPDN
2023-01-05,1:2,IPDN
1984-02-15,2:1,IPG
1986-06-24,2:1,IPG
1989-06-16,3:2,IPG
1992-06-16,2:1,IPG
1997-07-16,3:2,IPG
1999-07-16,2:1,IPG
2020-08-14,1:10,IPI
2019-08-20,1:10,IPWR
1998-08-03,3:2,IRM
2002-01-02,3:2,IRM
2004-07-01,3:2,IRM
2007-01-03,3:2,IRM
2014-09-26,1082:1000,IRM
2022-12-30,1:30,IRON
1995-11-27,1028:1000,IRS
1998-12-23,10178:10000,IRS
2000-11-07,11084:10000,IRS
2002-12-18,1022:1000,IRS
2023-10-03,907:1000,IRS
2019-04-02,1194:1000,IRWD
2011-10-31,1:10,ISDR
2023-10-17,1:20,ISPO
2003-07-01,1:2,ISRG
2017-10-06,3:1,ISRG
2021-10-05,3:1,ISRG
2005-07-08,3:2,ISSC
2024-04-26,1:20,ISUN
1994-08-29,2:1,IT
1995-06-29,2:1,IT
1996-04-01,2:1,IT
1987-08-11,5:4,ITIC
1987-09-16,2:1,ITIC
2009-11-05,1:4,ITP
2022-07-08,1:10,ITP
2022-08-18,1:15,ITRM
2006-02-22,2:1,ITT
2011-11-01,10000:3316,ITT
2005-10-07,5:1,ITUB
2007-10-09,2:1,ITUB
2008-06-10,5:4,ITUB
2013-05-21,11:10,ITUB
2014-06-06,11:10,ITUB
2016-10-18,110:100,ITUB
2018-11-28,3:2,ITUB
2021-10-04,1213:1000,ITUB
1984-05-23,2:1,ITW
1987-05-27,2:1,ITW
1993-06-21,2:1,ITW
1997-05-28,2:1,ITW
2006-05-26,2:1,ITW
2022-04-01,1:8,IVDA
2024-05-08,1:100,IVP
2022-06-06,1:10,IVR
2021-08-06,1:10,IVT
1998-04-27,2:1,IVZ
2000-11-08,25:10,IVZ
2000-06-06,6:5,IX
2012-08-02,1:40,IZEA
2016-01-11,1:20,IZEA
2023-06-16,1:4,IZEA
2007-10-16,2:1,JACK
2018-06-01,1:15,JAGX
2019-06-07,1:70,JAGX
2021-09-08,1:3,JAGX
2023-01-23,1:75,JAGX
2024-05-23,1:60,JAGX
1999-11-05,3:2,JAKK
2020-07-10,1:10,JAKK
1997-02-24,1:4,JAN
2019-04-22,1:5,JAN
1986-07-08,2:1,JBHT
1992-03-16,3:2,JBHT
2003-09-02,2:1,JBHT
2005-05-24,2:1,JBHT
1997-07-23,2:1,JBL
1999-02-18,2:1,JBL
2000-03-31,2:1,JBL
2002-12-13,3:2,JBLU
2003-11-21,3:2,JBLU
2005-12-27,3:2,JBLU
1987-09-28,2:1,JCI
1995-11-15,2:1,JCI
1997-10-23,2:1,JCI
1999-10-22,2:1,JCI
2007-07-02,1:4,JCI
2012-10-01,10000:4971,JCI
2016-09-06,955:1000,JCI
2023-10-16,1:3,JCSE
1981-03-17,3:2,J
1990-04-03,2:1,J
1991-05-29,2:1,J
2002-04-02,2:1,J
2007-03-16,2:1,J
2003-02-27,3:2,JCTCF
2007-03-15,3:2,JCTCF
2013-05-02,2:1,JCTCF
2018-05-29,2:1,JCTCF
1983-04-07,2:1,JEF
1985-02-15,3:2,JEF
1987-01-07,2:1,JEF
1993-01-11,2:1,JEF
1995-11-16,2:1,JEF
2005-01-03,3:2,JEF
2006-06-15,2:1,JEF
2013-02-26,1027:1000,JEF
2019-09-27,1068:1000,JEF
2023-01-17,1046:1000,JEF
2023-11-03,1:7,JFBR
2023-01-18,1:20,JFU
2023-12-11,1:20,JG
2015-09-22,5:1,JHX
2019-03-18,1191:1000,JILL
2020-11-10,1:5,JILL
1989-08-15,2:1,JJSF
2006-01-06,2:1,JJSF
1992-03-04,3:2,JKHY
1993-03-09,3:2,JKHY
1994-03-11,4:3,JKHY
1997-03-14,3:2,JKHY
2000-03-03,2:1,JKHY
2001-03-05,2:1,JKHY
2017-09-06,125:100,JMSB
1981-05-19,3:1,JNJ
1989-05-11,2:1,JNJ
1992-06-10,2:1,JNJ
1996-06-12,2:1,JNJ
2001-06-13,2:1,JNJ
2000-01-18,3:1,JNPR
2000-06-16,2:1,JNPR
1994-10-19,115:100,JOB
1995-10-10,115:100,JOB
1996-10-08,115:100,JOB
1997-11-03,3:2,JOB
1998-10-14,11:10,JOB
1999-10-13,115:100,JOB
2015-10-09,1:10,JOB
1990-03-23,50:1,JOE
1998-01-13,3:1,JOE
1982-04-16,3:2,JPM
1984-04-16,3:2,JPM
1998-06-15,2:1,JPM
2000-06-12,3:2,JPM
2024-01-04,1:10,JSPR
2023-10-27,1:16,JWEL
1987-07-01,2:1,JWN
1998-07-01,2:1,JWN
2005-07-01,2:1,JWN
2017-02-09,1:15,JXJT
2023-04-26,1:10,JXJT
2024-02-20,1:3,JZ
2023-07-10,1:18,JZXN
2024-07-03,1:13,JZXN
2020-12-23,1:20,KA
2022-12-19,1:7,KA
1995-09-18,3:2,KAI
1996-06-27,3:2,KAI
2001-07-12,1:5,KAI
2022-10-21,1:50,KALA
2016-11-22,1:14,KALV
2019-06-28,2642:1000,KAR
2021-07-20,1:12,KAVL
2024-01-25,1:21,KAVL
2001-12-26,106:100,KB
2005-04-29,2:1,KBH
1986-01-28,2:1,K
1991-12-17,2:1,K
1997-08-25,2:1,K
2023-10-02,1065:1000,K
1980-03-31,3:2,KELYA
1982-03-29,3:2,KELYA
1985-09-30,5:4,KELYA
1987-09-21,3:2,KELYA
1989-06-19,5:4,KELYA
1993-06-14,5:4,KELYA
1993-06-14,5:4,KELYB
1984-01-05,3:2,KEQU
1985-01-07,3:2,KEQU
1981-05-12,10:1,KEX
2006-06-01,2:1,KEX
1992-04-15,3:2,KEY
1994-03-02,1205:1000,KEY
1998-03-09,2:1,KEY
1996-05-23,2:1,KFRC
1997-10-20,2:1,KFRC
2012-07-05,1:4,KFS
2003-02-03,1:3,KGC
2022-05-19,1:10,KGEI
1995-12-22,3:2,KIM
2001-12-24,3:2,KIM
2005-08-24,2:1,KIM
2004-08-26,1:5,KINS
1983-01-10,2:1,KLAC
1983-12-09,2:1,KLAC
1984-12-17,3:2,KLAC
1995-10-02,2:1,KLAC
2000-01-19,2:1,KLAC
1979-07-09,3:2,KLIC
1980-10-20,2:1,KLIC
1983-05-23,2:1,KLIC
1995-07-31,2:1,KLIC
2000-08-01,2:1,KLIC
2020-07-28,1:5,KLXE
1984-05-25,2:1,KMB
1987-05-26,2:1,KMB
1992-01-03,2:1,KMB
1997-04-03,2:1,KMB
2014-11-03,1043:1000,KMB
1999-03-29,2:1,KMPR
1980-03-11,2:1,KMT
1994-08-23,2:1,KMT
2007-12-19,2:1,KMT
2007-03-27,2:1,KMX
2020-07-01,1:20,KNTK
2022-06-09,2:1,KNTK
2015-06-17,1:150,KNW
1998-05-19,3:2,KNX
2001-06-04,3:2,KNX
2001-12-31,3:2,KNX
2004-07-21,3:2,KNX
